season	id	name	createdate	origin	is_paid	round_start	id_user
2017/18	8301	Blogue do MÇmÇ AC	2017-08-06 14:57:19.340	C‡DIGO OFERTA 3+1	0	0	762011
2017/18	8303	Siga para bingo	2017-08-06 14:57:47.580	C‡DIGO OFERTA 3+1	0	0	762301
2017/18	8304	Fafe rumo Ö 2¶	2017-08-06 14:59:56.217	REVISTA	1	0	777816
2017/18	8309	Murteira Devils	2017-08-06 15:04:41.537	REVISTA	1	0	763265
2017/18	8312	Bacas Team	2017-08-06 15:07:06.253	REVISTA	1	0	772652
2017/18	8321	PALOS	2017-08-06 15:13:07.440	REVISTA	1	0	765957
2017/18	8322	newrage	2017-08-06 15:13:29.393	REVISTA	1	0	784173
2017/18	8327	Pantera Sport Club B	2017-08-06 15:21:05.987	REVISTA	1	0	764624
2017/18	8330	Pantera Sport Club C	2017-08-06 15:22:14.487	REVISTA	1	0	764624
2017/18	8331	SpecialTeam18	2017-08-06 15:22:27.200	REVISTA	1	0	764501
2017/18	8332	CHICOTONE	2017-08-06 15:22:41.453	REVISTA	1	0	772587
2017/18	8333	Conquistador	2017-08-06 15:22:55.317	C‡DIGO OFERTA 3+1	0	0	764624
2017/18	8334	BENFICALBI	2017-08-06 15:23:36.850	REVISTA	1	0	760671
2017/18	8335	Conquistador 2	2017-08-06 15:23:49.033	REVISTA	1	0	764624
2017/18	8336	DRAG«O JOVEM	2017-08-06 15:23:53.427	REVISTA	1	0	772587
2017/18	8339	Curto_o_Sporting	2017-08-06 15:24:52.737	REVISTA	1	0	765969
2017/18	8340	LE«O FEROZ	2017-08-06 15:25:00.150	REVISTA	1	0	772587
2017/18	8345	BEA-TEAM	2017-08-06 15:26:37.247	REVISTA	1	0	760671
2017/18	8348	Bola_na_Rede	2017-08-06 15:27:07.543	REVISTA	1	0	768528
2017/18	8350	VOU TE APANHAR	2017-08-06 15:27:43.260	REVISTA	1	0	760671
2017/18	8353	KITTY TEAM	2017-08-06 15:28:32.377	C‡DIGO OFERTA 3+1	0	0	760671
2017/18	8357	Simon Team	2017-08-06 15:30:08.847	REVISTA	1	0	770963
2017/18	8365	FABULASTIco	2017-08-06 15:35:19.220	REVISTA	1	0	767226
2017/18	8367	sniperjoca	2017-08-06 15:35:31.783	REVISTA	1	0	766009
2017/18	8370	Boss Dream Team	2017-08-06 15:36:55.913	REVISTA	1	0	767738
2017/18	8381	Oliveira Team	2017-08-06 15:44:02.907	REVISTA	1	0	779698
2017/18	8391	Jan-69	2017-08-06 15:56:53.410	REVISTA	1	0	773174
2017/18	8394	QUERO SER UM QUERIDO	2017-08-06 15:57:58.470	REVISTA	1	0	762461
2017/18	8395	v∆o de bicla	2017-08-06 15:58:06.227	REVISTA	1	0	767124
2017/18	8396	PANGEIA-99	2017-08-06 15:58:09.857	REVISTA	1	0	773174
2017/18	8398	S¢ tugas de dois nomes	2017-08-06 15:59:05.010	REVISTA	1	0	767124
2017/18	8402	AGatinhaPatife	2017-08-06 16:00:26.487	REVISTA	1	0	764099
2017/18	8406	Passagem	2017-08-06 16:06:37.813	REVISTA	1	0	777908
2017/18	8436	Mogadourense F.C.	2017-08-06 16:27:53.027	REVISTA	1	0	781697
2017/18	8441	Imortal69	2017-08-06 16:30:47.717	REVISTA	1	0	762513
2017/18	8445	o Relvas vai estudar	2017-08-06 16:35:21.547	REVISTA	1	0	762996
2017/18	8456	FC Fortios 	2017-08-06 16:43:59.013	REVISTA	1	0	778430
2017/18	8466	BenficaPentacampe∆o	2017-08-06 16:54:18.070	REVISTA	1	0	780012
2017/18	8474	pas7ilhas	2017-08-06 17:07:05.283	REVISTA	1	0	790274
2017/18	8475	MALFICA 01	2017-08-06 17:07:54.583	REVISTA	1	0	772282
2017/18	8485	Coindu Blue Dragon	2017-08-06 17:16:25.877	REVISTA	1	0	773515
2017/18	8504	FC_ESTORIL_PRAIA	2017-08-06 17:44:02.063	REVISTA	1	0	776863
2017/18	8506	Berserk FC	2017-08-06 17:49:18.973	REVISTA	1	0	763332
2017/18	8511	Pharma A.C.	2017-08-06 18:01:37.387	REVISTA	1	0	772870
2017/18	8514	36SLB4EVER#1	2017-08-06 18:03:24.990	REVISTA	1	0	774333
2017/18	8520	Borussia Santiago	2017-08-06 18:08:03.810	REVISTA	1	0	787535
2017/18	8525	Mendes 86	2017-08-06 18:18:01.760	REVISTA	1	0	766528
2017/18	8527	Super Drag‰es 9	2017-08-06 18:20:51.643	REVISTA	1	0	769280
2017/18	8529	Fecepe	2017-08-06 18:26:12.360	REVISTA	1	0	782980
2017/18	8531	Amoreiras FC	2017-08-06 18:30:28.643	REVISTA	1	0	760858
2017/18	8534	S.L. AlcÉntara	2017-08-06 18:37:13.310	REVISTA	1	0	766448
2017/18	8539	Sta Cristina cit	2017-08-06 18:52:37.933	REVISTA	1	0	767461
2017/18	8540	Maduros 19 -DIVE	2017-08-06 18:53:50.453	REVISTA	1	0	761790
2017/18	8541	Maduros 20 -DIVER	2017-08-06 18:54:40.453	C‡DIGO OFERTA 3+1	0	0	761790
2017/18	8542	S.C. s¢ Raiva	2017-08-06 18:54:44.627	REVISTA	1	0	768497
2017/18	8550	Team Moela	2017-08-06 19:03:09.723	REVISTA	1	0	766815
2017/18	8552	360imprimir	2017-08-06 19:07:29.787	REVISTA	1	0	785457
2017/18	8553	AC_Brown05	2017-08-06 19:09:58.987	REVISTA	1	0	764100
2017/18	8565	V.VIEIRA	2017-08-06 19:41:23.850	REVISTA	1	0	777609
2017/18	8567	Tarantini Calcio	2017-08-06 19:45:02.750	REVISTA	1	0	777756
2017/18	8569	TinaFarmudo	2017-08-06 19:45:37.957	REVISTA	1	0	767496
2017/18	8570	Lopes 7	2017-08-06 19:52:49.010	REVISTA	1	0	764378
2017/18	8575	GLADIADOR	2017-08-06 20:03:32.957	REVISTA	1	0	761936
2017/18	8583	bertinho5888	2017-08-06 20:21:18.150	REVISTA	1	0	767528
2017/18	8590	veteranos f.c.	2017-08-06 20:37:59.070	REVISTA	1	0	767926
2017/18	8592	SIRGON_ROB	2017-08-06 20:40:09.500	REVISTA	1	0	766899
2017/18	8599	Invictos	2017-08-06 20:48:09.700	REVISTA	1	0	770164
2017/18	8603	Mitos F.C	2017-08-06 20:52:01.357	REVISTA	1	0	765740
2017/18	8616	Netinho do avì	2017-08-06 21:06:21.867	REVISTA	1	0	772630
2017/18	8618	Tripeiro FC	2017-08-06 21:09:05.140	REVISTA	1	0	772462
2017/18	8621	Xiáa Penico	2017-08-06 21:10:53.890	REVISTA	1	0	768500
2017/18	8628	LA FC	2017-08-06 21:15:21.120	REVISTA	1	0	765414
2017/18	8635	T†jaki	2017-08-06 21:21:14.540	REVISTA	1	0	774223
2017/18	8637	BidonSLB	2017-08-06 21:22:43.683	REVISTA	1	0	771074
2017/18	8641	C.A. Boca Julius	2017-08-06 21:32:16.647	REVISTA	1	0	763570
2017/18	8643	COMEONYELLOWS	2017-08-06 21:34:14.140	REVISTA	1	0	785189
2017/18	8645	MAIA F.C. 17/18	2017-08-06 21:35:08.143	REVISTA	1	0	766689
2017/18	8647	Santiago 17/18	2017-08-06 21:37:35.233	REVISTA	1	0	776255
2017/18	8651	Alco¢latras Futebol e Cachaáa	2017-08-06 21:42:36.157	REVISTA	1	0	773494
2017/18	8658	V3RT FC	2017-08-06 21:49:08.410	REVISTA	1	0	764704
2017/18	8659	Serpentes Vermelhas	2017-08-06 21:50:22.127	REVISTA	1	0	772490
2017/18	8669	ROCHAS INFESTA	2017-08-06 22:03:19.270	REVISTA	1	0	767420
2017/18	8674	AJMBRITO	2017-08-06 22:07:50.317	REVISTA	1	0	775136
2017/18	8676	Doumbia FC	2017-08-06 22:10:21.823	REVISTA	1	0	766211
2017/18	8679	BAS DOST TEAM	2017-08-06 22:13:53.023	REVISTA	1	0	772697
2017/18	8682	Costa FC	2017-08-06 22:16:20.920	REVISTA	1	0	771385
2017/18	8688	FCP INBESTIGEM	2017-08-06 22:28:59.100	REVISTA	1	0	764795
2017/18	8689	ESTE ANO ê QUE ê!	2017-08-06 22:30:28.610	C‡DIGO OFERTA 3+1	0	0	764795
2017/18	8690	PAKO NASSA	2017-08-06 22:34:08.127	REVISTA	1	0	778548
2017/18	8696	XeRiFeSuPrEmO (canha	2017-08-06 22:40:35.600	REVISTA	1	0	766285
2017/18	8705	unidos ao caneco SMI	2017-08-06 22:49:11.730	REVISTA	1	0	766369
2017/18	8707	FC Jayus	2017-08-06 22:51:36.507	REVISTA	1	0	766378
2017/18	8709	LIONSCP	2017-08-06 22:54:43.400	REVISTA	1	0	760812
2017/18	8710	CAMISOLA AMARELA 12	2017-08-06 22:55:24.647	REVISTA	1	0	761568
2017/18	8711	CAMISOLA AMARELA 13	2017-08-06 22:55:55.157	C‡DIGO OFERTA 3+1	0	0	761568
2017/18	8712	CAMISOLA AMARELA 14	2017-08-06 22:56:15.803	C‡DIGO OFERTA 3+1	0	0	761568
2017/18	8714	CAMISOLA AMARELA 15	2017-08-06 22:56:41.270	C‡DIGO OFERTA 3+1	0	0	761568
2017/18	8715	CAMISOLA AMARELA 16	2017-08-06 22:57:01.533	C‡DIGO OFERTA 3+1	0	0	761568
2017/18	8718	Marabilhus	2017-08-06 23:04:59.300	REVISTA	1	0	769412
2017/18	8719	regressados 17/18	2017-08-06 23:05:22.787	REVISTA	1	0	766933
2017/18	8722	Leandro United	2017-08-06 23:07:33.893	REVISTA	1	0	769286
2017/18	8723	Borussia Doutromund	2017-08-06 23:08:22.100	REVISTA	1	0	764356
2017/18	8725	Dj Assuná∆o	2017-08-06 23:13:38.057	REVISTA	1	0	765267
2017/18	8731	Bamos Bencer	2017-08-06 23:28:04.380	REVISTA	1	0	775074
2017/18	8734	caniggiafc	2017-08-06 23:35:40.027	REVISTA	1	0	772725
2017/18	8741	#CartilhadoNhaga	2017-08-06 23:48:38.413	REVISTA	1	0	765484
2017/18	8749	davidmorce	2017-08-07 00:08:20.727	REVISTA	1	0	771001
2017/18	8750	euskadi4490	2017-08-07 00:08:22.253	REVISTA	1	0	778865
2017/18	8772	Red Bull nasdrowie	2017-08-07 01:44:12.043	REVISTA	1	0	776234
2017/18	8774	Super Anti-Vision†rios	2017-08-07 02:08:32.870	REVISTA	1	0	772904
2017/18	8777	TeamFacinhas	2017-08-07 02:46:36.790	REVISTA	1	0	775737
2017/18	8778	Agua Santa (Gon)	2017-08-07 03:04:10.930	REVISTA	1	0	764172
2017/18	8779	Agua Santa (Hel)	2017-08-07 03:05:17.317	REVISTA	1	0	764172
2017/18	8781	Reboreda	2017-08-07 04:17:31.500	REVISTA	1	0	773213
2017/18	8782	Cors†rio Branco City	2017-08-07 04:22:09.033	REVISTA	1	0	770599
2017/18	8790	POLITEAM FCP	2017-08-07 07:34:18.267	REVISTA	1	0	765231
2017/18	8795	Condest†vel	2017-08-07 08:01:08.987	REVISTA	1	0	770123
2017/18	8796	beto82	2017-08-07 08:02:56.990	REVISTA	1	0	776113
2017/18	8802	H-Raky	2017-08-07 08:31:53.057	REVISTA	1	0	767824
2017/18	8803	Chupaquebrilha	2017-08-07 08:40:49.003	REVISTA	1	0	768178
2017/18	8805	ESQUADR«O DA FOZ	2017-08-07 08:53:06.727	REVISTA	1	0	766582
2017/18	8811	O QUE PASSOU-SE???	2017-08-07 09:15:55.600	REVISTA	1	0	775326
2017/18	8818	Atalaia 2017	2017-08-07 09:30:32.830	REVISTA	1	0	766766
2017/18	8823	Alvito F.C.	2017-08-07 09:32:54.570	REVISTA	1	0	761428
2017/18	8836	SU÷NOS	2017-08-07 09:44:33.803	REVISTA	1	0	761204
2017/18	8839	Real United Jarmelo	2017-08-07 09:45:30.727	REVISTA	1	0	775329
2017/18	8848	BALDAS	2017-08-07 09:49:19.510	REVISTA	1	0	760526
2017/18	8855	Sport Matela Club	2017-08-07 09:59:21.407	REVISTA	1	0	764345
2017/18	8858	Le‰es do Alandroal	2017-08-07 10:00:53.350	C‡DIGO OFERTA 3+1	0	0	777814
2017/18	8860	Xutos & PontapÇs	2017-08-07 10:04:28.587	REVISTA	1	0	762412
2017/18	8862	Lokomotiv Barreiro	2017-08-07 10:07:10.223	REVISTA	1	0	762412
2017/18	8864	Vilar	2017-08-07 10:08:37.190	REVISTA	1	0	762412
2017/18	8868	ClubRegatasVascoGama	2017-08-07 10:11:11.313	C‡DIGO OFERTA 3+1	0	0	762412
2017/18	8870	BragaSempre	2017-08-07 10:16:13.223	REVISTA	1	0	767888
2017/18	8873	AC PALESTRA ITALIA	2017-08-07 10:23:24.070	REVISTA	1	0	760959
2017/18	8881	Pàpà G¢is	2017-08-07 10:28:13.340	REVISTA	1	0	762182
2017/18	8887	F. C. Bocage	2017-08-07 10:35:58.707	REVISTA	1	0	772996
2017/18	8890	jgarcao	2017-08-07 10:41:30.970	REVISTA	1	0	764036
2017/18	8896	123456789	2017-08-07 10:47:58.690	REVISTA	1	0	764268
2017/18	8899	A. AGENCIA	2017-08-07 10:51:47.277	REVISTA	1	0	789877
2017/18	8905	GREEN PROJECT	2017-08-07 11:03:54.483	REVISTA	1	0	786998
2017/18	8909	CaTiLa	2017-08-07 11:15:16.543	REVISTA	1	0	772777
2017/18	8923	os bebes	2017-08-07 11:29:19.137	REVISTA	1	0	770737
2017/18	8931	FOSQUINHAS FC	2017-08-07 11:45:16.733	REVISTA	1	0	762465
2017/18	8937	Carvalhoteam	2017-08-07 11:50:41.190	REVISTA	1	0	774643
2017/18	8946	Mr. Pintas	2017-08-07 12:04:46.127	REVISTA	1	0	764344
2017/18	8954	abreu soccer	2017-08-07 12:15:01.220	REVISTA	1	0	763741
2017/18	8957	abreu sad	2017-08-07 12:16:08.287	REVISTA	1	0	763741
2017/18	8958	abreu lions	2017-08-07 12:16:58.623	REVISTA	1	0	763741
2017/18	8960	ARTURUSSO S.L.B.	2017-08-07 12:18:32.203	REVISTA	1	0	779122
2017/18	8963	abreu & filhos	2017-08-07 12:20:19.597	C‡DIGO OFERTA 3+1	0	0	763741
2017/18	8966	SCP1981	2017-08-07 12:21:30.250	REVISTA	1	0	775418
2017/18	8967	abreu family	2017-08-07 12:21:33.817	REVISTA	1	0	763741
2017/18	8968	SLBCBRL	2017-08-07 12:21:38.147	REVISTA	1	0	760811
2017/18	8969	coxos de Santo AndrÇ	2017-08-07 12:21:41.553	REVISTA	1	0	776000
2017/18	8970	abreu funtassy	2017-08-07 12:22:38.290	REVISTA	1	0	763741
2017/18	8974	RUILOPESCB	2017-08-07 12:24:25.790	REVISTA	1	0	760811
2017/18	8975	FrancoÔS Team	2017-08-07 12:25:02.307	REVISTA	1	0	773138
2017/18	8984	OS CARINHAS	2017-08-07 12:33:45.317	REVISTA	1	0	769484
2017/18	9000	Medias frescas	2017-08-07 12:48:10.967	REVISTA	1	0	786125
2017/18	9004	Javali F.C.	2017-08-07 12:51:41.007	REVISTA	1	0	773150
2017/18	9005	Real Casal Madalena	2017-08-07 12:53:03.090	REVISTA	1	0	764102
2017/18	9008	Spartak da Venteira	2017-08-07 12:57:37.097	REVISTA	1	0	780822
2017/18	9013	Real11	2017-08-07 13:02:03.047	REVISTA	1	0	781492
2017/18	9021	PMN	2017-08-07 13:05:37.627	REVISTA	1	0	766470
2017/18	9023	A. Bram∆o & H Raqui	2017-08-07 13:09:27.163	REVISTA	1	0	786440
2017/18	9027	Rise against	2017-08-07 13:13:48.267	REVISTA	1	0	776161
2017/18	9028	ARDN	2017-08-07 13:13:55.720	REVISTA	1	0	771414
2017/18	9032	Gostas Pouco	2017-08-07 13:17:59.750	REVISTA	1	0	770129
2017/18	9037	Lafaruga	2017-08-07 13:24:24.800	REVISTA	1	0	772007
2017/18	9038	µGUA de Vialonga	2017-08-07 13:25:50.990	REVISTA	1	0	761545
2017/18	9040	Allin	2017-08-07 13:27:23.380	REVISTA	1	0	764620
2017/18	9051	Hµ POIS ê	2017-08-07 13:36:11.333	REVISTA	1	0	774798
2017/18	9058	Capelense 	2017-08-07 13:43:35.960	REVISTA	1	0	765419
2017/18	9060	Passarada FC	2017-08-07 13:44:31.587	REVISTA	1	0	766958
2017/18	9061	Pereira Ribeiro team	2017-08-07 13:45:29.497	REVISTA	1	0	766958
2017/18	9063	Pantufa Dog team	2017-08-07 13:46:50.473	REVISTA	1	0	766958
2017/18	9065	PJ team	2017-08-07 13:49:00.427	C‡DIGO OFERTA 3+1	0	0	766958
2017/18	9067	MELIDESUNITED	2017-08-07 13:50:08.877	REVISTA	1	0	767161
2017/18	9076	HASADELTA 1	2017-08-07 13:59:45.537	REVISTA	1	0	763768
2017/18	9080	O GANHA ALMOÄOS!	2017-08-07 14:02:54.697	REVISTA	1	0	764548
2017/18	9088	Marretas F.C.	2017-08-07 14:10:30.040	REVISTA	1	0	774009
2017/18	9089	rEykjavik	2017-08-07 14:10:59.527	REVISTA	1	0	765363
2017/18	9091	FOTOTEAM	2017-08-07 14:12:02.780	REVISTA	1	0	760916
2017/18	9094	Mecos 1	2017-08-07 14:16:45.473	REVISTA	1	0	778672
2017/18	9098	Campeoes_2004	2017-08-07 14:22:21.443	REVISTA	1	0	764433
2017/18	9102	MOCAS FC	2017-08-07 14:28:36.467	REVISTA	1	0	763485
2017/18	9103	H Raki fc	2017-08-07 14:30:32.580	REVISTA	1	0	777757
2017/18	9106	Big Balls Team	2017-08-07 14:33:38.973	REVISTA	1	0	763946
2017/18	9108	tetrarumoaopenta	2017-08-07 14:36:29.280	REVISTA	1	0	761855
2017/18	9126	COOL TEAM	2017-08-07 14:56:22.533	REVISTA	1	0	771899
2017/18	9128	Don Balon	2017-08-07 14:57:01.727	REVISTA	1	0	767596
2017/18	9132	COOL TEAM2	2017-08-07 14:58:51.217	REVISTA	1	0	771899
2017/18	9134	TODOS POR UM F.C.	2017-08-07 14:59:27.197	REVISTA	1	0	768780
2017/18	9136	SC Braga	2017-08-07 15:01:58.807	REVISTA	1	0	772455
2017/18	9151	PortalegreTeam	2017-08-07 15:18:29.330	REVISTA	1	0	766639
2017/18	9153	Vit¢ria Entrecampos 	2017-08-07 15:19:13.777	REVISTA	1	0	770153
2017/18	9155	100% sportinguista	2017-08-07 15:20:28.147	REVISTA	1	0	781470
2017/18	9156	Os Panterinhas FC	2017-08-07 15:20:46.853	REVISTA	1	0	761398
2017/18	9158	sporting13	2017-08-07 15:22:03.703	REVISTA	1	0	773825
2017/18	9161	moliceiros da ria	2017-08-07 15:22:50.287	REVISTA	1	0	767329
2017/18	9163	REI DAS FRANCESINHAS	2017-08-07 15:23:39.743	REVISTA	1	0	766236
2017/18	9182	rochinhateam	2017-08-07 15:53:04.153	REVISTA	1	0	777554
2017/18	9183	Jamasateam	2017-08-07 15:53:34.257	REVISTA	1	0	788035
2017/18	9187	TEH DEH FC	2017-08-07 15:57:32.330	REVISTA	1	0	772517
2017/18	9195	NHAGA37	2017-08-07 16:05:32.073	REVISTA	1	0	762972
2017/18	9197	fintas18	2017-08-07 16:08:47.500	REVISTA	1	0	773417
2017/18	9213	LGV	2017-08-07 16:26:22.270	REVISTA	1	0	761311
2017/18	9218	Bar‰es da Premoreira	2017-08-07 16:36:57.520	REVISTA	1	0	766464
2017/18	9221	Invictus F.C.	2017-08-07 16:37:56.427	REVISTA	1	0	780394
2017/18	9250	GARGALO 1	2017-08-07 17:00:54.710	REVISTA	1	0	769044
2017/18	9251	Pedro videira	2017-08-07 17:01:03.150	REVISTA	1	0	762715
2017/18	9254	TopEleven	2017-08-07 17:03:05.783	REVISTA	1	0	779935
2017/18	9258	MR futebol club	2017-08-07 17:07:19.997	REVISTA	1	0	768004
2017/18	9260	?XC?L ? ?ST4T15T1C45	2017-08-07 17:09:48.767	REVISTA	1	0	775075
2017/18	9262	Athletic Barjona FC	2017-08-07 17:14:10.203	REVISTA	1	0	767477
2017/18	9278	Darateam	2017-08-07 17:33:52.677	REVISTA	1	0	768880
2017/18	9281	Bravos Le‰es	2017-08-07 17:35:28.353	REVISTA	1	0	778807
2017/18	9294	SPORTINGAL	2017-08-07 17:42:06.610	REVISTA	1	0	768543
2017/18	9296	Torrix o maior	2017-08-07 17:44:36.130	REVISTA	1	0	761078
2017/18	9297	Prantelhana	2017-08-07 17:47:01.070	REVISTA	1	0	780832
2017/18	9298	Los Tigres	2017-08-07 17:47:43.960	REVISTA	1	0	761644
2017/18	9300	AJV team	2017-08-07 17:49:46.773	REVISTA	1	0	778822
2017/18	9301	Drag‰es da Tindoira	2017-08-07 17:50:27.710	REVISTA	1	0	774457
2017/18	9305	Benjamins Montemuro	2017-08-07 17:52:45.560	REVISTA	1	0	774457
2017/18	9310	Porto Salvo	2017-08-07 18:00:21.360	REVISTA	1	0	776276
2017/18	9328	AIZVUOL	2017-08-07 18:17:36.300	REVISTA	1	0	768726
2017/18	9329	Suicide Squad	2017-08-07 18:19:38.533	REVISTA	1	0	773242
2017/18	9346	Canedo F.C.	2017-08-07 18:39:21.440	REVISTA	1	0	774444
2017/18	9348	Canedo F.C.1	2017-08-07 18:40:42.983	REVISTA	1	0	774444
2017/18	9350	Canedo F.C.2	2017-08-07 18:41:32.030	REVISTA	1	0	774444
2017/18	9351	Virgilio F.C.	2017-08-07 18:42:34.350	C‡DIGO OFERTA 3+1	0	0	774444
2017/18	9357	SPentaB	2017-08-07 18:47:49.280	REVISTA	1	0	781357
2017/18	9362	ChAvEz-LoKo	2017-08-07 18:51:44.293	REVISTA	1	0	768319
2017/18	9369	pÇsdepato	2017-08-07 18:55:28.733	REVISTA	1	0	772817
2017/18	9370	BAPTISTA8	2017-08-07 18:59:25.830	REVISTA	1	0	774963
2017/18	9378	Leonis	2017-08-07 19:10:08.753	REVISTA	1	0	771196
2017/18	9379	Quinta di Palma F.C	2017-08-07 19:10:12.027	REVISTA	1	0	772016
2017/18	9381	Lgmbo FC	2017-08-07 19:11:10.853	REVISTA	1	0	783976
2017/18	9382	CasadoQuelho	2017-08-07 19:12:26.390	REVISTA	1	0	771196
2017/18	9394	Conny_Team	2017-08-07 19:19:53.803	REVISTA	1	0	763577
2017/18	9395	1718ESTEANOTEMDESER	2017-08-07 19:20:00.653	REVISTA	1	0	769346
2017/18	9396	Tiger Team	2017-08-07 19:20:07.060	REVISTA	1	0	763292
2017/18	9401	taska braganáa	2017-08-07 19:22:30.997	REVISTA	1	0	780709
2017/18	9407	lIAS team I	2017-08-07 19:27:59.383	REVISTA	1	0	762790
2017/18	9410	underground16	2017-08-07 19:31:08.080	REVISTA	1	0	779327
2017/18	9411	Lamelas FC	2017-08-07 19:31:59.283	REVISTA	1	0	777451
2017/18	9414	Anton BalompiÇ	2017-08-07 19:37:46.800	REVISTA	1	0	769506
2017/18	9418	Os Aleijados	2017-08-07 19:45:05.400	REVISTA	1	0	777276
2017/18	9419	Red_Devils_1985	2017-08-07 19:45:07.437	REVISTA	1	0	776384
2017/18	9442	1904...	2017-08-07 20:05:02.240	REVISTA	1	0	774338
2017/18	9461	TETRA-MMOTA45	2017-08-07 20:25:41.923	REVISTA	1	0	768049
2017/18	9462	rijoalpita	2017-08-07 20:25:52.647	REVISTA	1	0	790306
2017/18	9472	Portela City	2017-08-07 20:30:36.547	REVISTA	1	0	769209
2017/18	9474	Papa_ligas77	2017-08-07 20:31:03.017	REVISTA	1	0	766881
2017/18	9477	Minions Azuis	2017-08-07 20:34:36.237	REVISTA	1	0	761871
2017/18	9485	Super Aguia	2017-08-07 20:46:53.570	REVISTA	1	0	786437
2017/18	9486	Chicharo F.C.	2017-08-07 20:47:56.270	REVISTA	1	0	775754
2017/18	9489	Win1718	2017-08-07 20:50:29.430	REVISTA	1	0	767379
2017/18	9492	Mouros ao Colinho 	2017-08-07 20:52:37.153	REVISTA	1	0	783682
2017/18	9493	Baiano Team	2017-08-07 20:52:55.963	REVISTA	1	0	767017
2017/18	9503	Fustiga Power	2017-08-07 21:04:41.857	REVISTA	1	0	772241
2017/18	9519	XADREZ F C 	2017-08-07 21:10:39.620	REVISTA	1	0	771817
2017/18	9520	BFC4EVER	2017-08-07 21:11:35.510	REVISTA	1	0	771817
2017/18	9521	Avatar1972	2017-08-07 21:13:11.317	REVISTA	1	0	763987
2017/18	9523	NCAFB	2017-08-07 21:13:52.770	REVISTA	1	0	792247
2017/18	9524	Batalh∆o Negro	2017-08-07 21:15:16.083	REVISTA	1	0	765312
2017/18	9526	Estados Desunidos FC	2017-08-07 21:18:00.447	REVISTA	1	0	775421
2017/18	9530	LimpaC£sFC	2017-08-07 21:20:24.700	REVISTA	1	0	769103
2017/18	9540	P†ras Team	2017-08-07 21:31:02.953	REVISTA	1	0	810234
2017/18	9542	BOTA DÔOURO FC	2017-08-07 21:32:40.367	REVISTA	1	0	774874
2017/18	9546	Pentacampe‰es	2017-08-07 21:35:03.467	REVISTA	1	0	761910
2017/18	9555	K2O3	2017-08-07 21:39:08.787	REVISTA	1	0	783018
2017/18	9560	tricana4ever	2017-08-07 21:40:13.897	REVISTA	1	0	780018
2017/18	9562	Cruz Quebrada FC	2017-08-07 21:42:53.930	REVISTA	1	0	773103
2017/18	9567	Brutal Joke F.C	2017-08-07 21:45:35.037	REVISTA	1	0	766843
2017/18	9568	Os Matul‰es SCP	2017-08-07 21:46:19.580	REVISTA	1	0	772203
2017/18	9572	PatrickÔs pecial One	2017-08-07 21:47:39.133	REVISTA	1	0	773957
2017/18	9575	RipaNaRapakeka	2017-08-07 21:51:22.540	REVISTA	1	0	778436
2017/18	9576	Terere F.C.1	2017-08-07 21:51:46.653	REVISTA	1	0	772626
2017/18	9587	xacra	2017-08-07 21:59:45.327	REVISTA	1	0	780594
2017/18	9589	P3NT7 F.C.	2017-08-07 22:05:23.997	REVISTA	1	0	775952
2017/18	9594	µguias Demolidoras	2017-08-07 22:10:07.800	REVISTA	1	0	767265
2017/18	9595	toksunited	2017-08-07 22:12:33.303	REVISTA	1	0	773115
2017/18	9597	OS MACACOS DA ANITA	2017-08-07 22:15:24.603	REVISTA	1	0	773740
2017/18	9598	OS BOLOS DA MARIA	2017-08-07 22:16:08.087	REVISTA	1	0	773740
2017/18	9600	A.S. Pomar	2017-08-07 22:16:28.110	REVISTA	1	0	788114
2017/18	9602	OS PUPILOS DA SANDRA	2017-08-07 22:16:45.387	C‡DIGO OFERTA 3+1	0	0	773740
2017/18	9608	Coxos F.C.	2017-08-07 22:18:55.887	REVISTA	1	0	762802
2017/18	9610	Alexus.SC	2017-08-07 22:19:18.580	REVISTA	1	0	779382
2017/18	9615	Bala Team United	2017-08-07 22:22:22.290	REVISTA	1	0	763290
2017/18	9616	NY FC JONAS	2017-08-07 22:22:50.283	REVISTA	1	0	772366
2017/18	9617	R.CêSAR23	2017-08-07 22:23:44.530	REVISTA	1	0	766904
2017/18	9618	Jalavai F.C.	2017-08-07 22:24:19.270	REVISTA	1	0	773434
2017/18	9621	Leoes do Corgo	2017-08-07 22:27:31.693	REVISTA	1	0	765282
2017/18	9624	Rugidos de Le∆o	2017-08-07 22:33:33.807	REVISTA	1	0	767252
2017/18	9627	FC VENITOS	2017-08-07 22:35:58.043	REVISTA	1	0	766775
2017/18	9629	SLBKANAS	2017-08-07 22:36:25.180	REVISTA	1	0	768538
2017/18	9638	O 37 Investigue-se 	2017-08-07 22:46:21.990	REVISTA	1	0	780666
2017/18	9647	Rui_OcaJR10_SCPJJ	2017-08-07 22:57:08.920	REVISTA	1	0	768260
2017/18	9648	Raimundogolo	2017-08-07 22:58:02.803	REVISTA	1	0	765935
2017/18	9649	LSC da Avenida	2017-08-07 22:59:26.783	REVISTA	1	0	781011
2017/18	9661	JONITAS 1	2017-08-07 23:04:42.997	REVISTA	1	0	768455
2017/18	9668	AllBlacks2	2017-08-07 23:12:43.927	REVISTA	1	0	774726
2017/18	9669	COURENSES	2017-08-07 23:14:36.200	REVISTA	1	0	772927
